City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,tooele,40.5308,-112.2983,7.14,66,70,1.13,US,1675547919
365,talcahuano,-36.7167,-73.1167,18.82,77,100,4.12,CL,1675547715
366,soloneshnoye,51.6544,84.3197,-5.74,97,100,0.66,RU,1675547981
367,derzhavinsk,51.1,66.3167,-16.5,97,51,3.95,KZ,1675547982
368,port blair,11.6667,92.75,26.02,89,40,1.03,IN,1675547982
369,oktyabrskiy,54.4815,53.471000000000004,-12.65,95,100,0.83,RU,1675547983
370,skibbereen,51.55,-9.2667,5.06,88,48,4.5,IE,1675547983
371,sorland,67.667,12.6934,2.92,91,100,18.0,NO,1675547908
372,longyearbyen,78.2186,15.6401,-8.09,62,0,10.29,SJ,1675547984
373,san policarpo,12.1791,125.5072,25.81,84,100,7.49,PH,1675547984
374,red bluff,40.1785,-122.2358,12.14,71,100,3.09,US,1675547985
375,laguna,38.421,-121.4238,18.99,55,100,5.14,US,1675547985
376,tura,25.5198,90.2201,13.41,54,0,1.06,IN,1675547986
377,torbay,47.6666,-52.7314,-13.18,80,75,13.38,CA,1675547599
378,jizan,17.3333,42.6667,24.52,71,67,2.3,SA,1675547987
379,sumenep,-7.0167,113.8667,25.06,90,100,4.23,ID,1675547987
380,sangar,63.9242,127.4739,-32.03,100,100,0.28,RU,1675547987
381,avera,33.194,-82.5271,10.77,42,50,2.93,US,1675547639
382,craig,40.5153,-107.5464,-6.21,84,36,0.6,US,1675547988
383,annau,37.8876,58.516000000000005,2.72,93,100,2.06,TM,1675547989
384,dire,12.2833,-10.9667,27.69,14,39,1.14,ML,1675547989
385,san quintin,30.4833,-115.95,17.9,54,0,4.27,MX,1675547990
386,hamilton,39.1834,-84.5333,8.05,42,66,5.4,US,1675547990
387,yeppoon,-23.1333,150.7333,28.88,83,59,4.14,AU,1675547775
388,sabang,5.8933,95.3214,27.2,74,96,5.27,ID,1675547469
389,gat,31.61,34.7642,12.44,100,72,3.59,IL,1675547425
390,dubbo,-32.25,148.6167,16.07,55,0,4.12,AU,1675547991
391,nouadhibou,20.930999999999997,-17.0347,20.99,30,83,5.14,MR,1675547991
392,saldanha,-33.0117,17.9442,19.03,96,91,6.84,ZA,1675547878
393,bubaque,11.2833,-15.8333,25.03,66,8,6.51,GW,1675547992
394,atar,20.5169,-13.0499,17.01,18,60,5.39,MR,1675547993
395,brewster,41.3973,-73.6171,-6.59,38,20,3.09,US,1675547928
396,saint george,37.1041,-113.5841,16.91,30,0,1.54,US,1675547462
397,dzilam gonzalez,21.2833,-88.9333,23.97,74,73,4.98,MX,1675547993
398,coihaique,-45.5752,-72.0662,28.97,26,20,4.63,CL,1675547994
399,korcula,42.9622,17.1369,6.01,45,0,10.18,HR,1675547994
400,sura,53.8879,45.7419,-13.0,100,99,1.53,RU,1675547995
401,rocha,-34.4833,-54.3333,18.92,93,76,7.42,UY,1675547995
402,glace bay,46.1969,-59.957,-14.56,75,100,14.12,CA,1675547996
403,kulykivka,51.3735,31.6466,-6.2,94,100,3.91,UA,1675547996
404,shelopugino,51.6514,117.5599,-29.92,100,80,1.32,RU,1675547997
405,caravelas,-17.7125,-39.2481,26.26,82,12,4.81,BR,1675547416
406,butte,39.6499,-121.5677,14.45,54,100,3.45,US,1675547998
407,gimry,42.7597,46.8396,2.13,56,100,0.31,RU,1675547998
408,myitkyina,25.3833,97.4,14.59,57,0,1.29,MM,1675547999
409,sao joao da barra,-21.6403,-41.0511,30.05,90,7,6.42,BR,1675547837
410,newala,-10.9431,39.2787,18.82,93,94,1.08,TZ,1675547999
411,anito,12.4497,125.2886,24.66,90,95,5.52,PH,1675548000
412,acapulco,16.8634,-99.8901,29.04,56,3,3.48,MX,1675547896
413,ouargaye,11.5033,0.0572,29.03,15,18,3.29,BF,1675548001
414,aswan,24.0934,32.907,14.61,30,0,3.6,EG,1675548002
415,yamada,39.4667,141.95,-3.2,78,14,2.24,JP,1675548006
416,harbour breton,47.4833,-55.7983,-9.87,81,100,19.84,CA,1675548009
417,sola,-13.8833,167.55,26.37,89,100,0.0,VU,1675548013
418,wellington,-41.2866,174.7756,23.66,82,89,8.75,NZ,1675547784
419,sioux lookout,50.1001,-91.917,-13.96,72,100,2.06,CA,1675547804
420,santiago de chuco,-8.15,-78.1833,12.74,86,93,1.6,PE,1675548023
421,sukumo,32.9333,132.7333,1.4,79,9,2.29,JP,1675548031
422,berwick,41.0545,-76.2333,-2.81,44,56,0.89,US,1675547830
423,roma,43.2128,-75.4557,-10.1,54,100,4.12,US,1675548032
424,kabare,-2.4683,28.8242,15.56,85,85,1.05,CD,1675548033
425,banki,20.3833,85.5333,17.06,72,14,1.19,IN,1675548034
426,tawau,4.2498,117.8871,24.07,100,85,1.34,MY,1675548035
427,blackwater,-23.5833,148.8833,26.18,60,99,3.32,AU,1675548035
428,hambantota,6.1241,81.1185,24.19,100,40,2.06,LK,1675548036
429,mmathubudukwane,-24.6,26.4333,20.66,86,50,1.22,BW,1675548037
430,mizdah,31.4451,12.9801,8.56,64,20,2.05,LY,1675548038
431,phan thiet,10.9333,108.1,21.23,87,31,3.08,VN,1675547761
432,coahuayana,18.7333,-103.6833,30.3,37,0,3.46,MX,1675548038
433,high rock,26.6208,-78.2833,22.01,74,96,11.45,BS,1675548039
434,sidi ali,36.0998,0.4206,8.33,78,0,0.99,DZ,1675548039
435,karaton,-6.3424,106.1045,23.44,92,100,1.91,ID,1675548040
436,jingdezhen,29.2947,117.2079,7.59,96,85,0.44,CN,1675548040
437,lugovoy,42.9472,72.7644,-0.74,89,100,1.36,KZ,1675548041
438,visnes,59.3556,5.2242,5.12,93,100,8.75,NO,1675548041
439,bondo,3.8146,23.6866,22.47,33,14,0.88,CD,1675548042
440,yarada,17.65,83.2667,17.18,94,4,1.03,IN,1675548042
441,thouars,46.976000000000006,-0.2151,8.44,67,100,3.95,FR,1675548043
442,kidal,18.4411,1.4078,21.45,10,97,5.28,ML,1675548043
443,beclean,47.1833,24.1833,-3.37,85,100,2.2,RO,1675548044
444,syracuse,37.0881,15.2792,8.51,75,0,3.49,IT,1675548045
445,ixtapa,20.7,-105.2,24.57,73,20,5.14,MX,1675547990
446,jalu,29.0331,21.5482,12.36,52,100,1.92,LY,1675548045
447,zhifang,30.35,114.3167,6.99,80,95,1.67,CN,1675548046
448,lensk,60.7253,114.9278,-23.08,100,100,0.81,RU,1675548047
449,am timan,11.0297,20.2827,26.49,16,96,2.93,TD,1675548047
450,susaki,33.3667,133.2833,4.04,70,23,2.3,JP,1675548048
451,jacqueville,5.2052,-4.4146,26.98,86,58,4.75,CI,1675548048
452,muskegon,43.3,-86.1334,1.05,73,100,8.75,US,1675547983
453,vung tau,10.345999999999998,107.0843,24.95,78,63,9.33,VN,1675548049
454,parry sound,45.3501,-80.033,-5.05,79,100,6.96,CA,1675548050
455,naryan-mar,67.6713,53.086999999999996,-16.72,98,52,3.21,RU,1675548050
456,kharp,66.8014,65.8081,-13.82,88,83,4.29,RU,1675548051
457,vestmannaeyjar,63.4427,-20.2734,4.69,76,100,9.9,IS,1675547491
458,yulara,-25.2406,130.9889,19.85,31,0,5.15,AU,1675547762
459,fairbanks,64.8378,-147.7164,-11.02,77,100,1.54,US,1675547729
460,kajaani,64.2273,27.7285,-14.97,85,0,2.06,FI,1675548052
461,sandakan,5.8402,118.1179,26.82,83,20,2.68,MY,1675548052
462,morros,-9.4467,-46.3003,26.56,63,82,2.79,BR,1675548053
463,baiyin,36.5583,104.2081,-0.34,43,99,2.0,CN,1675548053
464,huarmey,-10.0681,-78.1522,23.93,74,73,4.18,PE,1675547491
465,safford,32.834,-109.7076,22.51,15,0,1.54,US,1675548054
466,rundu,-17.9333,19.7667,21.22,79,98,0.76,,1675547669
467,kara-tyube,44.6336,45.4369,-1.02,77,87,3.66,RU,1675548055
468,bryan,30.6744,-96.37,17.82,54,0,3.09,US,1675548056
469,touros,-5.1989,-35.4608,26.5,80,89,6.2,BR,1675547751
470,qaqortoq,60.7167,-46.0333,-4.32,74,98,10.22,GL,1675547496
471,keelung,25.1283,121.7419,17.94,96,100,3.19,TW,1675548057
472,ilhabela,-23.7781,-45.3581,26.63,82,88,2.36,BR,1675548057
473,araouane,18.9048,-3.5265,16.61,16,98,5.52,ML,1675547580
474,bend,44.0582,-121.3153,8.92,57,20,0.45,US,1675547814
475,imelda,7.65,123.95,24.23,87,99,1.49,PH,1675548058
476,kavieng,-2.5744,150.7967,27.98,73,97,2.14,PG,1675548059
477,balykshi,47.0667,51.8667,-10.0,92,75,3.0,KZ,1675548059
478,hami,42.8,93.45,-1.08,37,100,2.2,CN,1675547718
479,fukue,32.6881,128.8419,8.36,51,12,3.64,JP,1675547694
480,eskil,38.4017,33.4131,-1.97,86,85,2.7,TR,1675548060
481,alanya,36.5438,31.9998,10.65,63,100,4.53,TR,1675548061
482,krasnoye,49.9145,24.6134,-6.78,95,78,3.2,UA,1675548064
483,saint anthony,45.0205,-93.21799999999999,-1.27,66,20,4.12,US,1675547684
484,alcudia,39.8532,3.1214,12.33,63,0,2.93,ES,1675548068
485,umm kaddadah,13.6017,26.6876,17.46,16,62,5.58,SD,1675548072
486,chernyshevskiy,63.0128,112.4714,-37.45,100,100,1.41,RU,1675548075
487,svetlyy,54.675,20.1347,-1.69,77,66,3.75,RU,1675548077
488,coro,11.4045,-69.6734,26.4,73,21,8.88,VE,1675548081
489,havelock,34.8791,-76.9013,4.97,52,0,4.12,US,1675547947
490,paamiut,61.994,-49.6678,-4.13,77,100,12.53,GL,1675548093
491,nambour,-26.6333,152.95,25.61,92,76,2.24,AU,1675548093
492,hutchinson,38.0608,-97.9298,16.13,32,0,5.66,US,1675548094
493,caidian,30.5833,114.0333,7.07,76,100,0.93,CN,1675548094
494,pitimbu,-7.4706,-34.8086,28.33,78,19,4.63,BR,1675548095
495,pathein,16.7833,94.7333,20.7,72,13,2.56,MM,1675547674
496,kuah,6.3265,99.8432,25.99,78,20,0.0,MY,1675548095
497,alpine,32.835,-116.7664,23.15,31,0,6.17,US,1675547814
498,nizwa,22.9333,57.5333,20.33,61,0,1.41,OM,1675548096
499,petatlan,17.5167,-101.2667,30.81,40,0,3.09,MX,1675548097
500,goderich,43.7501,-81.7165,-3.38,68,85,8.23,CA,1675548097
501,porto seguro,-16.4497,-39.0647,28.29,78,20,6.17,BR,1675548098
502,mana,5.6592,-53.7767,24.75,87,100,6.12,GF,1675548098
503,balabac,7.9868,117.0645,26.29,81,42,6.12,PH,1675548098
504,mhlume,-26.0333,31.85,25.57,96,1,1.98,SZ,1675548099
505,saint-georges,12.0564,-61.7485,27.82,74,20,7.2,GD,1675547715
506,norman wells,65.282,-126.8329,-25.98,64,75,2.06,CA,1675547925
507,kyabe,9.4515,18.9449,28.0,15,19,2.29,TD,1675548100
508,semey,50.4111,80.2275,-11.31,97,97,2.19,KZ,1675548100
509,rurrenabaque,-14.4413,-67.5278,21.7,99,100,0.83,BO,1675548101
510,nabire,-3.3667,135.4833,23.8,96,100,1.79,ID,1675548101
511,crotone,39.0851,17.1178,9.16,53,12,13.99,IT,1675548102
512,muisne,0.6,-80.0333,24.51,90,100,4.0,EC,1675548102
513,camacha,33.0833,-16.3333,14.68,63,40,7.2,PT,1675547804
514,batagay,67.6333,134.6333,-41.28,99,100,0.62,RU,1675548103
515,guiratinga,-16.3494,-53.7583,23.55,89,92,1.85,BR,1675548103
516,saintes,45.6667,-0.75,8.86,67,100,4.89,FR,1675548104
517,bonavista,48.6499,-53.1147,-11.92,72,92,17.21,CA,1675548105
518,taybad,34.74,60.7756,5.79,73,87,3.78,IR,1675548105
519,necochea,-38.5473,-58.7368,20.25,53,0,5.22,AR,1675548034
520,karratha,-20.7377,116.8463,31.11,47,61,2.67,AU,1675548106
521,seddon,-37.8068,144.8916,17.06,78,75,3.09,AU,1675548106
522,alofi,-19.0595,-169.9187,27.94,78,100,3.6,NU,1675548106
523,sonamura,23.4719,91.2664,13.97,53,100,1.57,IN,1675548107
524,porangatu,-13.4408,-49.1486,23.97,86,53,0.78,BR,1675548107
525,balsas,-7.5325,-46.0356,26.86,70,96,1.96,BR,1675548101
526,flinders,-34.5833,150.8552,22.81,59,0,2.24,AU,1675548108
527,bara,10.3744,10.7288,25.81,17,66,4.23,NG,1675548109
528,porto belo,-27.1578,-48.5531,26.97,81,80,5.21,BR,1675548109
529,praia da vitoria,38.7333,-27.0667,15.98,100,40,5.92,PT,1675548109
530,belp,46.8913,7.4983,5.99,82,100,3.13,CH,1675547914
531,ada,43.4166,-116.1262,7.48,92,93,3.27,US,1675548101
532,sinnamary,5.3833,-52.95,24.91,88,100,7.35,GF,1675547875
533,shenzhen,22.5455,114.0683,18.24,90,100,1.31,CN,1675547615
534,nishihara,26.1842,127.7558,16.6,88,75,4.63,JP,1675548111
535,kankipadu,16.45,80.7833,18.94,91,1,1.26,IN,1675548111
536,balkanabat,39.5108,54.3671,5.65,55,98,1.96,TM,1675548112
537,bitadton,11.4969,122.0851,23.43,87,100,7.05,PH,1675548112
538,nha trang,12.25,109.1833,24.0,80,100,2.15,VN,1675548113
539,saint-francois,46.4154,3.9054,6.69,95,100,2.06,FR,1675547922
540,huejuquilla el alto,22.6,-103.8667,25.0,19,28,3.01,MX,1675548114
541,pangkalanbuun,-2.6833,111.6167,22.81,99,100,0.94,ID,1675548039
542,rognan,67.0953,15.3878,2.25,67,100,4.0,NO,1675548114
543,port-gentil,-0.7193,8.7815,26.98,89,20,3.09,GA,1675547867
544,vila do maio,15.1333,-23.2167,21.44,63,54,7.71,CV,1675548115
545,mandera,3.9366,41.867,27.25,25,87,3.29,KE,1675548097
546,basco,20.4487,121.9702,24.16,76,33,11.2,PH,1675547841
547,kushima,31.4583,131.2333,7.8,84,100,2.16,JP,1675548116
548,kulhudhuffushi,6.6221,73.07,26.67,78,100,2.08,MV,1675548001
549,astana,51.1801,71.446,-10.03,79,75,5.0,KZ,1675548117
550,riyadh,24.6877,46.7219,16.08,54,0,5.18,SA,1675548002
551,osakarovka,50.565,72.5692,-14.41,95,83,3.25,KZ,1675548117
552,dax,43.75,-1.1667,8.32,90,56,1.03,FR,1675548118
553,garhi khairo,28.0606,67.9803,17.83,32,12,1.19,PK,1675548119
554,imbituba,-28.24,-48.6703,23.72,83,39,3.42,BR,1675548119
555,kiama,-34.6833,150.8667,22.92,57,0,2.68,AU,1675548119
556,venado tuerto,-33.7456,-61.9688,29.31,29,0,1.9,AR,1675548120
557,broome,42.2506,-75.833,-7.17,60,100,4.12,US,1675548120
558,robertsport,6.7533,-11.3686,26.44,89,42,3.64,LR,1675548121
559,battle creek,42.3212,-85.1797,1.23,27,58,6.91,US,1675548096
560,kvitok,56.0724,98.4813,-18.9,100,100,0.75,RU,1675548122
561,jos,9.9167,8.9,21.26,19,60,2.24,NG,1675548123
562,san borja,-14.8167,-66.85,21.63,98,100,2.2,BO,1675548123
563,jasper,37.2001,-94.3502,12.19,45,20,9.77,US,1675548126
564,bilma,18.6853,12.9164,22.46,16,31,2.33,NE,1675548129
565,babstovo,48.1167,132.4833,-18.87,99,100,0.9,RU,1675548135
566,korla,41.7597,86.1469,-3.61,71,83,0.17,CN,1675547754
567,locri,38.2414,16.2623,9.07,85,56,3.67,IT,1675548142
568,thohoyandou,-22.9456,30.485,19.53,69,3,1.55,ZA,1675548144
569,pyaozerskiy,65.8333,31.1667,-14.71,95,17,3.14,RU,1675548148
570,aromashevo,56.8602,68.6375,-16.91,99,100,1.08,RU,1675548151
571,ucluelet,48.9329,-125.5528,9.17,93,100,1.34,CA,1675547896
572,cam ranh,11.9214,109.1591,23.98,78,20,2.57,VN,1675548153
573,kashi,39.4547,75.9797,-2.44,74,99,4.0,CN,1675548153
574,hirado,33.3597,129.5531,6.93,57,7,4.3,JP,1675548154
575,senanga,-16.1167,23.2667,21.62,83,95,2.25,ZM,1675548155
576,praia,14.9215,-23.5087,21.3,68,0,7.72,CV,1675547452
577,manggar,-2.8833,108.2667,25.28,88,100,2.61,ID,1675548156
578,cuamba,-14.8031,36.5372,21.05,95,93,1.23,MZ,1675548108
579,sosnovo-ozerskoye,52.5249,111.5418,-27.83,100,83,1.79,RU,1675548157
580,progreso,21.2833,-89.6667,21.06,74,74,7.74,MX,1675548158
581,kachug,53.9606,105.8817,-23.72,100,97,1.24,RU,1675548158
582,azovskaya,44.7908,38.6264,1.42,95,73,1.44,RU,1675548159
583,san rafael,-34.6177,-68.3301,31.25,16,0,5.84,AR,1675547995
584,wakkanai,45.4094,141.6739,-5.14,73,100,6.07,JP,1675548159
585,ibra,22.6906,58.5334,18.87,63,2,1.4,OM,1675548160
586,orlik,52.5178,99.825,-22.67,98,95,1.12,RU,1675548160
587,itarema,-2.9248,-39.9167,26.26,81,44,6.53,BR,1675548161
588,yanam,16.7333,82.2167,18.6,90,4,1.26,IN,1675548161
589,whitehorse,60.7161,-135.0538,-10.66,82,75,2.06,CA,1675547917
590,linxia,35.6003,103.2064,-0.05,44,94,1.01,CN,1675547750
591,soldotna,60.4878,-151.0583,-3.85,94,93,1.84,US,1675548163
592,vostok,46.4856,135.8833,-19.99,98,100,2.02,RU,1675548163
593,bolobo,-2.1667,16.2333,25.17,70,100,2.05,CD,1675548163
594,davila,18.4726,120.5763,19.99,70,28,1.75,PH,1675548164
595,saint-joseph,-21.3667,55.6167,25.21,84,98,4.43,RE,1675548164
596,kasongo-lunda,-6.4667,16.8167,20.66,99,100,1.03,CD,1675548165
597,henties bay,-22.116,14.2845,17.98,87,98,2.82,,1675547749
598,cape coast,5.1053,-1.2466,26.29,84,59,4.09,GH,1675548166
599,makaha,21.4694,-158.2175,22.44,72,100,1.54,US,1675548166
600,eureka,40.8021,-124.1637,18.12,50,100,4.02,US,1675547857
